channel_id,video_id,channel_name,duration(sec),domain,link
UCrOUqyU99P-HZOS6bSCd96g,B5hbaTGbyUk,AudioKothon with RAJIA,3088,Audio-book,https://www.youtube.com/watch?v=B5hbaTGbyUk
UCrOUqyU99P-HZOS6bSCd96g,e6T3a4tEvB8,AudioKothon with RAJIA,3153,Audio-book,https://www.youtube.com/watch?v=e6T3a4tEvB8
UCrOUqyU99P-HZOS6bSCd96g,mG7ByReadRE,AudioKothon with RAJIA,4671,Audio-book,https://www.youtube.com/watch?v=mG7ByReadRE
UCrOUqyU99P-HZOS6bSCd96g,U210Vg7ikiA,AudioKothon with RAJIA,3210,Audio-book,https://www.youtube.com/watch?v=U210Vg7ikiA
UCrOUqyU99P-HZOS6bSCd96g,IKeUBaHFX9k,AudioKothon with RAJIA,4088,Audio-book,https://www.youtube.com/watch?v=IKeUBaHFX9k
UCrOUqyU99P-HZOS6bSCd96g,lM7CXSyknEI,AudioKothon with RAJIA,3001,Audio-book,https://www.youtube.com/watch?v=lM7CXSyknEI
UCrOUqyU99P-HZOS6bSCd96g,dTc8PKo0MZY,AudioKothon with RAJIA,3170,Audio-book,https://www.youtube.com/watch?v=dTc8PKo0MZY
UCrOUqyU99P-HZOS6bSCd96g,g7mH0bqlFms,AudioKothon with RAJIA,3777,Audio-book,https://www.youtube.com/watch?v=g7mH0bqlFms
UCrOUqyU99P-HZOS6bSCd96g,I1zFxRTNdhU,AudioKothon with RAJIA,4509,Audio-book,https://www.youtube.com/watch?v=I1zFxRTNdhU
UCrOUqyU99P-HZOS6bSCd96g,NczfOOsYl48,AudioKothon with RAJIA,3202,Audio-book,https://www.youtube.com/watch?v=NczfOOsYl48
UCrOUqyU99P-HZOS6bSCd96g,QP9Yw_jjOGQ,AudioKothon with RAJIA,2604,Audio-book,https://www.youtube.com/watch?v=QP9Yw_jjOGQ
UCrOUqyU99P-HZOS6bSCd96g,kD64SxX3UhA,AudioKothon with RAJIA,2738,Audio-book,https://www.youtube.com/watch?v=kD64SxX3UhA
UCrOUqyU99P-HZOS6bSCd96g,eWsaNxD4R7s,AudioKothon with RAJIA,3431,Audio-book,https://www.youtube.com/watch?v=eWsaNxD4R7s
UCrOUqyU99P-HZOS6bSCd96g,z5khvHT6reI,AudioKothon with RAJIA,4105,Audio-book,https://www.youtube.com/watch?v=z5khvHT6reI
UCrOUqyU99P-HZOS6bSCd96g,jzS_2zItbAI,AudioKothon with RAJIA,2906,Audio-book,https://www.youtube.com/watch?v=jzS_2zItbAI
UCrOUqyU99P-HZOS6bSCd96g,bJPfIlUmpEE,AudioKothon with RAJIA,3582,Audio-book,https://www.youtube.com/watch?v=bJPfIlUmpEE
UCrOUqyU99P-HZOS6bSCd96g,svhpW9_mWIM,AudioKothon with RAJIA,4638,Audio-book,https://www.youtube.com/watch?v=svhpW9_mWIM
UCrOUqyU99P-HZOS6bSCd96g,Zs1-cNPKfAM,AudioKothon with RAJIA,2370,Audio-book,https://www.youtube.com/watch?v=Zs1-cNPKfAM
UCrOUqyU99P-HZOS6bSCd96g,8Cn2pVNuB5o,AudioKothon with RAJIA,3901,Audio-book,https://www.youtube.com/watch?v=8Cn2pVNuB5o
UCrOUqyU99P-HZOS6bSCd96g,w1OUJO0dBik,AudioKothon with RAJIA,2132,Audio-book,https://www.youtube.com/watch?v=w1OUJO0dBik
UCrOUqyU99P-HZOS6bSCd96g,EYZ6DjJv1XA,AudioKothon with RAJIA,1369,Audio-book,https://www.youtube.com/watch?v=EYZ6DjJv1XA
UCrOUqyU99P-HZOS6bSCd96g,B3OUCFh39rI,AudioKothon with RAJIA,4028,Audio-book,https://www.youtube.com/watch?v=B3OUCFh39rI
UCrOUqyU99P-HZOS6bSCd96g,Qm6iLfOrxlM,AudioKothon with RAJIA,5080,Audio-book,https://www.youtube.com/watch?v=Qm6iLfOrxlM
UCrOUqyU99P-HZOS6bSCd96g,sI7ELrx972o,AudioKothon with RAJIA,3717,Audio-book,https://www.youtube.com/watch?v=sI7ELrx972o
UCrOUqyU99P-HZOS6bSCd96g,WvEWy5-Gvxo,AudioKothon with RAJIA,2802,Audio-book,https://www.youtube.com/watch?v=WvEWy5-Gvxo
UCrOUqyU99P-HZOS6bSCd96g,A9lWEPQgWkU,AudioKothon with RAJIA,2725,Audio-book,https://www.youtube.com/watch?v=A9lWEPQgWkU
UCrOUqyU99P-HZOS6bSCd96g,YWSPE77nPxE,AudioKothon with RAJIA,5262,Audio-book,https://www.youtube.com/watch?v=YWSPE77nPxE
UCrOUqyU99P-HZOS6bSCd96g,y5QUfs6sG4c,AudioKothon with RAJIA,3396,Audio-book,https://www.youtube.com/watch?v=y5QUfs6sG4c
UCrOUqyU99P-HZOS6bSCd96g,NDANYlFNXdY,AudioKothon with RAJIA,2241,Audio-book,https://www.youtube.com/watch?v=NDANYlFNXdY
UCrOUqyU99P-HZOS6bSCd96g,4pJpdQjXgeQ,AudioKothon with RAJIA,2011,Audio-book,https://www.youtube.com/watch?v=4pJpdQjXgeQ
UCrOUqyU99P-HZOS6bSCd96g,dahah8a05Ek,AudioKothon with RAJIA,3807,Audio-book,https://www.youtube.com/watch?v=dahah8a05Ek
UCrOUqyU99P-HZOS6bSCd96g,jjcdB0o0hfI,AudioKothon with RAJIA,1641,Audio-book,https://www.youtube.com/watch?v=jjcdB0o0hfI
UCrOUqyU99P-HZOS6bSCd96g,txqZxUoYFdk,AudioKothon with RAJIA,3299,Audio-book,https://www.youtube.com/watch?v=txqZxUoYFdk
UCrOUqyU99P-HZOS6bSCd96g,tzXT6hBVzSo,AudioKothon with RAJIA,3072,Audio-book,https://www.youtube.com/watch?v=tzXT6hBVzSo
UCrOUqyU99P-HZOS6bSCd96g,ju9DE5U_WlE,AudioKothon with RAJIA,3894,Audio-book,https://www.youtube.com/watch?v=ju9DE5U_WlE
UCrOUqyU99P-HZOS6bSCd96g,k60nYnDN7Us,AudioKothon with RAJIA,3786,Audio-book,https://www.youtube.com/watch?v=k60nYnDN7Us
UCrOUqyU99P-HZOS6bSCd96g,QHnhy7hqav8,AudioKothon with RAJIA,2560,Audio-book,https://www.youtube.com/watch?v=QHnhy7hqav8
UCrOUqyU99P-HZOS6bSCd96g,bN-VRlYiT9Q,AudioKothon with RAJIA,3591,Audio-book,https://www.youtube.com/watch?v=bN-VRlYiT9Q
UCrOUqyU99P-HZOS6bSCd96g,HPdVDQ6bIko,AudioKothon with RAJIA,3986,Audio-book,https://www.youtube.com/watch?v=HPdVDQ6bIko
UCrOUqyU99P-HZOS6bSCd96g,7_hXRo-QUz8,AudioKothon with RAJIA,4721,Audio-book,https://www.youtube.com/watch?v=7_hXRo-QUz8
UCrOUqyU99P-HZOS6bSCd96g,R5pUo_Sn17c,AudioKothon with RAJIA,2237,Audio-book,https://www.youtube.com/watch?v=R5pUo_Sn17c
UCrOUqyU99P-HZOS6bSCd96g,TPEVzjs3jDs,AudioKothon with RAJIA,2328,Audio-book,https://www.youtube.com/watch?v=TPEVzjs3jDs
UCrOUqyU99P-HZOS6bSCd96g,KZ9mnywCD4I,AudioKothon with RAJIA,3415,Audio-book,https://www.youtube.com/watch?v=KZ9mnywCD4I
UCrOUqyU99P-HZOS6bSCd96g,_9C4_exQKqU,AudioKothon with RAJIA,1568,Audio-book,https://www.youtube.com/watch?v=_9C4_exQKqU
UCrOUqyU99P-HZOS6bSCd96g,muzjGaPXlqI,AudioKothon with RAJIA,2718,Audio-book,https://www.youtube.com/watch?v=muzjGaPXlqI
UCrOUqyU99P-HZOS6bSCd96g,5ecKspytb7M,AudioKothon with RAJIA,2893,Audio-book,https://www.youtube.com/watch?v=5ecKspytb7M
UCrOUqyU99P-HZOS6bSCd96g,Zsh7gpn9JfE,AudioKothon with RAJIA,2909,Audio-book,https://www.youtube.com/watch?v=Zsh7gpn9JfE
UCrOUqyU99P-HZOS6bSCd96g,OyuDCP2BOVE,AudioKothon with RAJIA,3747,Audio-book,https://www.youtube.com/watch?v=OyuDCP2BOVE
UCrOUqyU99P-HZOS6bSCd96g,ECylBvFAb64,AudioKothon with RAJIA,2974,Audio-book,https://www.youtube.com/watch?v=ECylBvFAb64
UCrOUqyU99P-HZOS6bSCd96g,fraT_St5U-U,AudioKothon with RAJIA,2580,Audio-book,https://www.youtube.com/watch?v=fraT_St5U-U
UCrOUqyU99P-HZOS6bSCd96g,7QUxw6B9kYI,AudioKothon with RAJIA,3419,Audio-book,https://www.youtube.com/watch?v=7QUxw6B9kYI
UCrOUqyU99P-HZOS6bSCd96g,9e8ya09wK8Y,AudioKothon with RAJIA,3706,Audio-book,https://www.youtube.com/watch?v=9e8ya09wK8Y
