channel_id,video_id,channel_name,duration(sec),domain,link,,,
UCql6nzU1vRapqcL1OVj7pbQ,TnXrXA9oMS0,Mr. Mixer's World,2176,tour vlog,https://www.youtube.com/watch?v=TnXrXA9oMS0,,,
UCgc5_M1RttS2zaJlswB0F3w,_qjB0uDw5Wg,Petuk Couple,3328,tour vlog,https://www.youtube.com/watch?v=_qjB0uDw5Wg,,,
UCql6nzU1vRapqcL1OVj7pbQ,IXlGL6i5Prg,Mr. Mixer's World,1740,tour vlog,https://www.youtube.com/watch?v=IXlGL6i5Prg,,,
UCXScA8j4CSiil4wWAUonUnw,BwfFDR1B5Lw,MetroMan,2173,food vlog,https://www.youtube.com/watch?v=BwfFDR1B5Lw,,,
UCXScA8j4CSiil4wWAUonUnw,m6AwVcAPZCY,MetroMan,1129,food vlog,https://www.youtube.com/watch?v=m6AwVcAPZCY,,,
UCYvb2whhiunbP_MXU0Gt5mg,d2-P4ra6M_8,Fagun Audio Vision,4231,TV show,https://www.youtube.com/watch?v=d2-P4ra6M_8,,,
UCYvb2whhiunbP_MXU0Gt5mg,xjzesk9koE0,Fagun Audio Vision,3446,TV show,https://www.youtube.com/watch?v=xjzesk9koE0,,,
UCYvb2whhiunbP_MXU0Gt5mg,7MWrnrNRXaE,Fagun Audio Vision,3748,TV show,https://www.youtube.com/watch?v=7MWrnrNRXaE,,,
UCYvb2whhiunbP_MXU0Gt5mg,_yrIkrvi9Lo,Fagun Audio Vision,3697,TV show,https://www.youtube.com/watch?v=_yrIkrvi9Lo,,,
UCDUDmW-zIKIErCiTnNTUDow,N7MUM694RKE,HIKMAH,1982,speech Islamik,https://www.youtube.com/watch?v=N7MUM694RKE,,,
UC-dC50UvEgvV8ut2Uhoov6Q,gvFQT5yAvj4,জরিনা বিবির পালা,2592,debate,https://www.youtube.com/watch?v=gvFQT5yAvj4,,,
UC7vmqR9wv-upqITiV0S65DA,MXTDfs8GmS4,Dr Jahangir Kabir,2013,Health Talk,https://www.youtube.com/watch?v=MXTDfs8GmS4,,,
UCVg8WjB-6bgtcYmrl1hj_Fg,-iKjyR6VJoM,ATN Bangla,1454,Health Talk,https://www.youtube.com/watch?v=-iKjyR6VJoM,,,
UCMbO-c2g92KPgOzYKDsTbug,Ujgl8Jtjuo8,Desh Rupantor,2547,travel story,https://www.youtube.com/watch?v=Ujgl8Jtjuo8,,,
UCF5H3eSZ13nktM-I9CYZrog,SPGhXONQJ-c,Maasranga Ranga Shokal,2879,Interview,https://www.youtube.com/watch?v=SPGhXONQJ-c,,,
UCot6_4CL7KESSNiDcjeBFCw,C0kSXKNUM1U,Chorki,2954,TV show,https://www.youtube.com/watch?v=C0kSXKNUM1U,,,
UCwO2IsXSjviAoYnaYS2dAhQ,TM12f-DoFDY,NTV Shows,3960,TV show,https://www.youtube.com/watch?v=TM12f-DoFDY&list=PLsoqXr7gqLBwQELPBn_zQ4NcVxg11QUGg,,,
UCwO2IsXSjviAoYnaYS2dAhQ,TM12f-DoFDY,NTV Shows,3960,TV show,https://www.youtube.com/watch?v=TM12f-DoFDY&list=PLsoqXr7gqLBwQELPBn_zQ4NcVxg11QUGg,,,
UCAz6rveBalVnE6qTmfQnvyQ,mALH-_LbGYg,Channel i Tv,6379,TV show,https://www.youtube.com/watch?v=mALH-_LbGYg,,,
UCAz6rveBalVnE6qTmfQnvyQ,9cMl0BK6zrg,Channel i Tv,7049,TV show,https://www.youtube.com/watch?v=9cMl0BK6zrg&list=PLpkqfP6xSum4TCmErqidtxX1rxWpVuHBA,,,
UCAz6rveBalVnE6qTmfQnvyQ,9cMl0BK6zrg,Channel i Tv,7049,web series,https://www.youtube.com/watch?v=9cMl0BK6zrg&list=PLpkqfP6xSum4TCmErqidtxX1rxWpVuHBA,,,
UC946f-5n5X3Ylg7R5PuaUxg,uh1EYcX35Qc,Binge,5982,web series,https://www.youtube.com/watch?v=uh1EYcX35Qc,,,
UCJJYxWhu77PG_o7nbU_2tXQ,GuDRKOslFr4,Audio Book Bangla by Faheem,4688,web series,https://www.youtube.com/watch?v=GuDRKOslFr4,,,
UCJJYxWhu77PG_o7nbU_2tXQ,GuDRKOslFr4,Audio Book Bangla by Faheem,4688,audiobook,https://www.youtube.com/watch?v=GuDRKOslFr4,,,
UCC__OgzREPNDYzPzZskAy3w,zAfzTEgVor0,Weekend Tales,5396,audiobook,https://www.youtube.com/watch?v=zAfzTEgVor0,,,
UCIYgBLVzi8jaOw77-ZpUuzw,DTQ-thgsJZk,Horror Bangla । হরর বাংলা,2446,audiobook,https://www.youtube.com/watch?v=DTQ-thgsJZk,,,
UCIYgBLVzi8jaOw77-ZpUuzw,DTQ-thgsJZk,Horror Bangla । হরর বাংলা,2446,audiobook,https://www.youtube.com/watch?v=DTQ-thgsJZk,,,
UCJJYxWhu77PG_o7nbU_2tXQ,k81ok_geQeM,Audio Book Bangla by Faheem,8667,audiobook,https://www.youtube.com/watch?v=k81ok_geQeM,,,
UCJJYxWhu77PG_o7nbU_2tXQ,ONM_JyWVifI,Audio Book Bangla by Faheem,7207,audiobook,https://www.youtube.com/watch?v=ONM_JyWVifI,,,
UCHdzwjM47GBHwkbd8WlKByA,eqm7Z35NKqw,Md Nafiz Imtiaz,6089,audiobook,https://www.youtube.com/watch?v=eqm7Z35NKqw&list=PLVNGg0FVJmT4nQFhbnO3aoIxI8hw190oz&index=2,,,
UCHdzwjM47GBHwkbd8WlKByA,V3hTK09OeUk,Md Nafiz Imtiaz,6651,audiobook,https://www.youtube.com/watch?v=V3hTK09OeUk&list=PLVNGg0FVJmT4nQFhbnO3aoIxI8hw190oz&index=4,,,
UCHdzwjM47GBHwkbd8WlKByA,9FhnuqPWm1M,Md Nafiz Imtiaz,4814,audiobook,https://www.youtube.com/watch?v=9FhnuqPWm1M&list=PLVNGg0FVJmT4nQFhbnO3aoIxI8hw190oz&index=9,,,
UCF5H3eSZ13nktM-I9CYZrog,9fjCP3VIXCg,Maasranga Ranga Shokal,4346,Interview,https://youtu.be/9fjCP3VIXCg?si=s-eWAiwMgsyZk7j4,,,
UCF5H3eSZ13nktM-I9CYZrog,UxKfIYnSnX4,Maasranga Ranga Shokal,2938,Interview,https://youtu.be/UxKfIYnSnX4?si=dBAwOmIDabF06i2m,,,
UCF5H3eSZ13nktM-I9CYZrog,KepUFaWQIJw,Maasranga Ranga Shokal,5446,Interview,https://youtu.be/KepUFaWQIJw?si=UxjwixWvI7XQ6HV5,,,
UCF5H3eSZ13nktM-I9CYZrog,iG4nPI0Vqtw,Maasranga Ranga Shokal,2859,Interview,https://youtu.be/iG4nPI0Vqtw?si=2KQ60vY1sPA-G13a,,,
UCF5H3eSZ13nktM-I9CYZrog,xRrKD4GWOb4,Maasranga Ranga Shokal,2855,Interview,https://youtu.be/xRrKD4GWOb4?si=UdKqXLx0I669EDIQ,,,
UCF5H3eSZ13nktM-I9CYZrog,tP-QCrFRf20,Maasranga Ranga Shokal,2479,Interview,https://youtu.be/tP-QCrFRf20?si=Yy167SNQkqhBhTIE,,,
UCF5H3eSZ13nktM-I9CYZrog,t1qGk-HG1p8,Maasranga Ranga Shokal,1956,Interview,https://youtu.be/t1qGk-HG1p8?si=C1Kq7C7xDYturdAY,,,
UCF5H3eSZ13nktM-I9CYZrog,TEkxetUzoxM,Maasranga Ranga Shokal,4234,Interview,https://youtu.be/TEkxetUzoxM?si=OiGU0a1UG0QNxP5g,,,
UCF5H3eSZ13nktM-I9CYZrog,aXE9VW7tOqw,Maasranga Ranga Shokal,3142,Interview,https://youtu.be/aXE9VW7tOqw?si=am4WCDZax9Pc7Ind,,,
UCF5H3eSZ13nktM-I9CYZrog,OalNtnkJRok,Maasranga Ranga Shokal,4884,Interview,https://youtu.be/OalNtnkJRok?si=fA44ahduGDp1J0hy,,,
UCF5H3eSZ13nktM-I9CYZrog,Wo3DKQvrJQA,Maasranga Ranga Shokal,4343,Interview,https://youtu.be/Wo3DKQvrJQA?si=URv2rWBzGJMsMi_3,,,
UCW5yX7_V4lBgyhAELf--cxA,GGfrFHPvam0,SameerScane,4686,podcast,https://youtu.be/GGfrFHPvam0?si=wfpDI_x7TWJrZfZH,,,
UCW5yX7_V4lBgyhAELf--cxA,j6CF7DAYROY,SameerScane,3309,podcast,https://youtu.be/j6CF7DAYROY?si=8z7sbZWk0H_NAMBR,,,
UCW5yX7_V4lBgyhAELf--cxA,Y6G1Q7Ck480,SameerScane,6685,podcast,https://youtu.be/Y6G1Q7Ck480?si=0hcWd9OjKiD1hMbt,,,
UCW5yX7_V4lBgyhAELf--cxA,fC-HlXdsXBw,SameerScane,2855,podcast,https://youtu.be/fC-HlXdsXBw?si=pfuob7IV-MHn4vIs,,,
UCW5yX7_V4lBgyhAELf--cxA,se3OPYfKO_E,SameerScane,5651,podcast,https://youtu.be/se3OPYfKO_E?si=AhscM2k1sbaiqeM7,,,
UCW5yX7_V4lBgyhAELf--cxA,tn7bNCHCcog,SameerScane,4928,podcast,https://youtu.be/tn7bNCHCcog?si=xx4Atj8i88Mm5HCS,,,
UCJJBtUqjm-QjJ7Cvtz0yqbQ,IyztuQxLyAQ,2 Cents Podcast,6819,podcast,https://youtu.be/IyztuQxLyAQ?si=Dq9dEFYbgjogE6eo,,,
UCguZQBWNXQmldkl6lA-bAOg,-PqqDg7J_mw,Esha Rushdi,5021,podcast,https://youtu.be/-PqqDg7J_mw?si=Y-5bvHsLY94AVvkp,,,
UCswXBt9JTs51XNrR-j65E2w,NoHD74vFRrU,Perspective Podcast with Yahia Amin,3658,podcast,https://youtu.be/NoHD74vFRrU?si=7qM5ysokLHNR2Azl,,,
UCJJBtUqjm-QjJ7Cvtz0yqbQ,f7y611YKMEI,2 Cents Podcast,5071,podcast,https://youtu.be/f7y611YKMEI?si=HHit975igYLt74lm,,,
UCJJBtUqjm-QjJ7Cvtz0yqbQ,KJXDJFIb6oI,2 Cents Podcast,3589,podcast,https://youtu.be/KJXDJFIb6oI?si=PNzF4e5gYRD0NdXf,,,
UCJJBtUqjm-QjJ7Cvtz0yqbQ,bW6Chde6nu0,2 Cents Podcast,4993,podcast,https://youtu.be/bW6Chde6nu0?si=tHMP8fdAHVByhnHm,,,
UCJJBtUqjm-QjJ7Cvtz0yqbQ,m14lMRea23k,2 Cents Podcast,5350,podcast,https://youtu.be/m14lMRea23k?si=QHins-8rsB4N457Q,,,
UCJJBtUqjm-QjJ7Cvtz0yqbQ,hkL_6-cnMlI,2 Cents Podcast,5931,podcast,https://youtu.be/hkL_6-cnMlI?si=btJ0sj0jW28XxBRY,,,
UCJJBtUqjm-QjJ7Cvtz0yqbQ,3_AF5hDYzqo,2 Cents Podcast,4087,podcast,https://youtu.be/3_AF5hDYzqo?si=dcb57y9gUtGKMbsT,,,
UCJJBtUqjm-QjJ7Cvtz0yqbQ,YyIit16We-4,2 Cents Podcast,5824,podcast,https://youtu.be/YyIit16We-4?si=HDaHfbgn_PtPO9ze,,,
UCJJBtUqjm-QjJ7Cvtz0yqbQ,cOpyW6J3PEY,2 Cents Podcast,4920,podcast,https://youtu.be/cOpyW6J3PEY?si=O49yezpnF5MiTaM6,,,
UCVm7DR1fbEj7625ONy4y_Cg,I48j1uXnE8U,Mukhomukhi Podcast,3102,podcast,https://youtu.be/I48j1uXnE8U?si=bhyVCZV9LrbSeVKc,,,
UClCZcS7ljxvotTLeOD8OZ0Q,f74nV31QXK4,Rain Drops Media,2410,seerah,https://youtu.be/f74nV31QXK4?si=Qb4H-D-SNICQxq55,,,
UClCZcS7ljxvotTLeOD8OZ0Q,ENnFbxK3Umw,Rain Drops Media,3746,seerah,https://www.youtube.com/watch?v=ENnFbxK3Umw,,,
UClCZcS7ljxvotTLeOD8OZ0Q,YX46Qbs1TUU,Rain Drops Media,4017,seerah,https://www.youtube.com/watch?v=YX46Qbs1TUU,,,
UClCZcS7ljxvotTLeOD8OZ0Q,drJACpTjWSk,Rain Drops Media,3325,seerah,https://youtu.be/drJACpTjWSk?si=YVqy6eGGJPETaLSF,,,
UClCZcS7ljxvotTLeOD8OZ0Q,EKUuY_cf4Z8,Rain Drops Media,3616,seerah,https://youtu.be/EKUuY_cf4Z8?si=xQiQam7zNVd_11nu,,,
UClCZcS7ljxvotTLeOD8OZ0Q,hSH2FpEsjzU,Rain Drops Media,3751,seerah,https://youtu.be/hSH2FpEsjzU?si=8o66vpkG80f_OqJG,,,
UClCZcS7ljxvotTLeOD8OZ0Q,QIKUgYZw9rE,Rain Drops Media,2789,seerah,https://youtu.be/QIKUgYZw9rE?si=mq9l5rAJHfQp8oEu,,,
UClCZcS7ljxvotTLeOD8OZ0Q,v5vDwmLXX-U,Rain Drops Media,2996,seerah,https://youtu.be/v5vDwmLXX-U?si=VR9ktfqHfsN3ia_d,,,
UClCZcS7ljxvotTLeOD8OZ0Q,XCb3SCFITiM,Rain Drops Media,2087,seerah,https://youtu.be/XCb3SCFITiM?si=OVBn05Mr3HDhuWeV,,,
UClCZcS7ljxvotTLeOD8OZ0Q,z3VUOM19GcI,Rain Drops Media,2855,seerah,https://youtu.be/z3VUOM19GcI?si=BMows04602RDQiq-,,,
UClCZcS7ljxvotTLeOD8OZ0Q,SjE1eD6jZ1w,Rain Drops Media,3626,seerah,https://youtu.be/SjE1eD6jZ1w?si=8bunLAA70Jfl4R9R,,,
UClCZcS7ljxvotTLeOD8OZ0Q,-iZqeOQWQ2c,Rain Drops Media,3430,seerah,https://youtu.be/-iZqeOQWQ2c?si=-VBoUA2vB_76GHov,,,
UClCZcS7ljxvotTLeOD8OZ0Q,VDN07QJ-S8k,Rain Drops Media,2449,seerah,https://youtu.be/VDN07QJ-S8k?si=IC_vfWLGnS-D05rY,,,
UClCZcS7ljxvotTLeOD8OZ0Q,-KGVrPNoNw0,Rain Drops Media,3018,seerah,https://youtu.be/-KGVrPNoNw0?si=Eo8DFaoyirroy2pg,,,
UClCZcS7ljxvotTLeOD8OZ0Q,YpNA5mkjiMw,Rain Drops Media,3031,seerah,https://youtu.be/YpNA5mkjiMw?si=fc7Z4156BUWibjLc,,,
UClCZcS7ljxvotTLeOD8OZ0Q,jqbIwhn_sG8,Rain Drops Media,2887,seerah,https://youtu.be/jqbIwhn_sG8?si=r0Qzyp6zGEUK4bLo,,,
UClCZcS7ljxvotTLeOD8OZ0Q,8hSCwAKrovA,Rain Drops Media,3106,seerah,https://youtu.be/8hSCwAKrovA?si=QOIuAN4O2K8QFTiu,,,
UClCZcS7ljxvotTLeOD8OZ0Q,Ut3olQET9bk,Rain Drops Media,3095,seerah,https://youtu.be/Ut3olQET9bk?si=yQBt13HV8k-sySqS,,,
UClCZcS7ljxvotTLeOD8OZ0Q,NM_fFMp6Cyc,Rain Drops Media,3848,seerah,https://youtu.be/NM_fFMp6Cyc?si=sUi1ZAHJsvyDpcF_,,,
UClCZcS7ljxvotTLeOD8OZ0Q,-w8k7Gv4KV4,Rain Drops Media,4700,seerah,https://youtu.be/-w8k7Gv4KV4?si=25uzS8byhnjneNky,,,
UClCZcS7ljxvotTLeOD8OZ0Q,muTaJjSji9s,Rain Drops Media,3365,seerah,https://youtu.be/muTaJjSji9s?si=g1lDXUA2-dlDVA5g,,,
UClCZcS7ljxvotTLeOD8OZ0Q,X2ZtP1rfCoY,Rain Drops Media,3503,seerah,https://youtu.be/X2ZtP1rfCoY?si=EPqJBwezFSxXO8WX,,,
UClCZcS7ljxvotTLeOD8OZ0Q,-2198lDHGTc,Rain Drops Media,3193,seerah,https://youtu.be/-2198lDHGTc?si=tjnnzTTr7OpN-0z2,,,
UClCZcS7ljxvotTLeOD8OZ0Q,0Zpdr4kbIpw,Rain Drops Media,3107,seerah,https://youtu.be/0Zpdr4kbIpw?si=7XPmQa2FIx30K0G2,,,
UClCZcS7ljxvotTLeOD8OZ0Q,iYz-M3vhz10,Rain Drops Media,3430,seerah,https://youtu.be/iYz-M3vhz10?si=gmecD9vuay0t171p,,,
UCJJYxWhu77PG_o7nbU_2tXQ,2YyArjM9dCI,Audio Book Bangla by Faheem,6796,audiobook,https://youtu.be/2YyArjM9dCI?si=hTGYaBaZ43rrezvP,,,
UCJJYxWhu77PG_o7nbU_2tXQ,XVzX4RdFs5g,Audio Book Bangla by Faheem,5856,audiobook,https://youtu.be/XVzX4RdFs5g?si=gY-U-s4zOfIt5zXt,,,
UCJJYxWhu77PG_o7nbU_2tXQ,cn5O0FfJFzI,Audio Book Bangla by Faheem,7625,audiobook,https://youtu.be/cn5O0FfJFzI?si=5ov9dhVyH2t_QPf3,,,
UCJJYxWhu77PG_o7nbU_2tXQ,ybkfnn4EBxA,Audio Book Bangla by Faheem,6136,audiobook,https://youtu.be/ybkfnn4EBxA?si=k68c1JYROPkUx2ww,,,
UCJJYxWhu77PG_o7nbU_2tXQ,ODULyZuNVM8,Audio Book Bangla by Faheem,6905,audiobook,https://youtu.be/ODULyZuNVM8?si=l0HbxMUCMkv11TAD,,,
UCJJYxWhu77PG_o7nbU_2tXQ,Ypj6E3KVw8M,Audio Book Bangla by Faheem,6979,audiobook,https://youtu.be/Ypj6E3KVw8M?si=5HOk1NP3zplPgzfh,,,
UCJJYxWhu77PG_o7nbU_2tXQ,dmEVahd-9G0,Audio Book Bangla by Faheem,6497,audiobook,https://youtu.be/dmEVahd-9G0?si=ZQECa-ku5528516E,,,
UCJJYxWhu77PG_o7nbU_2tXQ,GxOy94fCrJ0,Audio Book Bangla by Faheem,6822,audiobook,https://youtu.be/GxOy94fCrJ0?si=yyf4qJBKW4mNhDu2,,,
UCJJYxWhu77PG_o7nbU_2tXQ,qMpUm_dRvWE,Audio Book Bangla by Faheem,8543,audiobook,https://youtu.be/qMpUm_dRvWE?si=KdMXf7d8aXB31xRu,,,
UCJJYxWhu77PG_o7nbU_2tXQ,uNAfAsfBAys,Audio Book Bangla by Faheem,4573,audiobook,https://youtu.be/uNAfAsfBAys?si=lr-vF1G-ETROHiSW,,,
UCJJYxWhu77PG_o7nbU_2tXQ,w170qnCzgOE,Audio Book Bangla by Faheem,8107,audiobook,https://youtu.be/w170qnCzgOE?si=9p8si8qooLJpa0Z4,,,
UCJJYxWhu77PG_o7nbU_2tXQ,SCQCWSBJaQI,Audio Book Bangla by Faheem,6041,audiobook,https://youtu.be/SCQCWSBJaQI?si=cS-cW3JMZ8jOwTFt,,,
UCJJYxWhu77PG_o7nbU_2tXQ,fbWGdXgvAII,Audio Book Bangla by Faheem,7401,audiobook,https://youtu.be/fbWGdXgvAII?si=QKDR7t_hFbDMY4lU,,,
UCJJYxWhu77PG_o7nbU_2tXQ,aTZQShUMIGY,Audio Book Bangla by Faheem,8369,audiobook,https://youtu.be/aTZQShUMIGY?si=afES_LpWk9ltkjPR,,,
UCJJYxWhu77PG_o7nbU_2tXQ,U72X1nF2ZLI,Audio Book Bangla by Faheem,10001,audiobook,https://youtu.be/U72X1nF2ZLI?si=pEoUNFOvpuiV0PV0,,,
UCR2Jn8WfOjt_e4z15QuyPZQ,OodrP-FfI_E,Kobita Concert,2836,poem,https://youtu.be/OodrP-FfI_E?si=KBvjgD_ExG_3guP3,,,
UCzWYG6Qfyia59djfWGzkmVA,ZUWSbTFWH9g,Shankhamala Creations,2167,poem,https://youtu.be/ZUWSbTFWH9g?si=RuqnzoDNbHZjNxem,,,
UCXkWZDR3L7mJlq9p-n12MVw,bCLp8sAXsAA,Hindusthan Record,2513,poem,https://youtu.be/bCLp8sAXsAA?si=9mqaI0hqXjhW4wtX,,,
UCoXCrCeyIEU4z6xCAds7utQ,sPpeIpRDMHA,Times Music Axom,3828,poem,https://youtu.be/sPpeIpRDMHA?si=5BMn_TfxrVyIr6-l,,,
UC5Q0wdvMYUEiVkeja50qVqA,iMO0_Un4kA0,Poetry Play,2748,poem,https://youtu.be/iMO0_Un4kA0?si=ZiQYtubuBUQh5FDv,,,
UCpdJCwHj6ITwFMIMalVUvYA,mUSIcmOHrHk,Salman Habib,3745,poem,https://youtu.be/mUSIcmOHrHk?si=s6AZ4x_JWQfMj0gL,,,
UC6fYeXGw3tJ7OmBdT-EW2tg,OgVpn3_jBN0,tapan sanyal,2984,poem,https://youtu.be/OgVpn3_jBN0?si=M3PmZwXYYa4EVGs4,,,
UCxlzZ7yERBklKkpnJM8SH-Q,FZ6WvlDge3A,Gaan Faan,2354,poem,https://youtu.be/FZ6WvlDge3A?si=rWQCsnjL1v7OGxfY,,,
UCJOipNGeOvi-131DAyyqvuQ,sz5KKZHR70Y,Bangla Bitorko (বাংলা বিতর্ক),5176,debate,https://www.youtube.com/watch?v=sz5KKZHR70Y,,,
UCJOipNGeOvi-131DAyyqvuQ,SGQRsnqn46Y,Bangla Bitorko (বাংলা বিতর্ক),5756,debate,https://youtu.be/SGQRsnqn46Y?si=RdPjsumwcV5KxWi0,,,
UClzwimpLoZu9us9MwalLbtA,molp5ns8vx0,Bangladesh Television,2589,debate,https://youtu.be/molp5ns8vx0?si=z3UKLhFLi_vWyYws,,,
UClzwimpLoZu9us9MwalLbtA,0EuPuEZ2e74,Bangladesh Television,2589,debate,https://youtu.be/0EuPuEZ2e74?si=XAGkIMdQ1_zhq2mD,,,
UClzwimpLoZu9us9MwalLbtA,VPRazD6JBNk,Bangladesh Television,2991,debate,https://youtu.be/VPRazD6JBNk?si=tZm8j-zMJ-x4a4r5,,,
UC18YiE-pd3fvvMbWbXxEm0Q,tlS0EsFZGKY,Risad Sharif,2918,debate,https://youtu.be/tlS0EsFZGKY?si=PTkTbrLIS57F1JQR,,,
UClzwimpLoZu9us9MwalLbtA,eHOGRwmZDl8,Bangladesh Television,2848,debate,https://youtu.be/eHOGRwmZDl8?si=f7DIXbx8Nt0cj_Xl,,,
UCCuL_mX2s39ZSn9uK3tIFWw,KxZN3tuX63M,Debate for Democracy,2693,debate,https://youtu.be/KxZN3tuX63M?si=Qm1QoJtlmiqchyiL,,,
UClzwimpLoZu9us9MwalLbtA,ZiGtH21rUp0,Bangladesh Television,2823,debate,https://youtu.be/ZiGtH21rUp0?si=-cm0LA44a95Z7s6x,,,
UCCuL_mX2s39ZSn9uK3tIFWw,O97lWOcdWyY,Debate for Democracy,2601,debate,https://youtu.be/O97lWOcdWyY?si=Hi42QUKTIVDE6Xhf,,,
UClzwimpLoZu9us9MwalLbtA,gYMGsXA51Ms,Bangladesh Television,2572,debate,https://youtu.be/gYMGsXA51Ms?si=9Y37b9-uMWHdBy1-,,,
UClzwimpLoZu9us9MwalLbtA,jBpA0cN-wYo,Bangladesh Television,2777,debate,https://youtu.be/jBpA0cN-wYo?si=xuBcDoSUAFgK_KlN,,,
UClzwimpLoZu9us9MwalLbtA,tvvWT7GmKKU,Bangladesh Television,2787,debate,https://youtu.be/tvvWT7GmKKU?si=PbrWt-jhdOOzWbys,,,
UCCuL_mX2s39ZSn9uK3tIFWw,PLDM7gwPjjg,Debate for Democracy,5802,debate,https://youtu.be/PLDM7gwPjjg?si=YTaDV3ijKMJbwrFy,,,
UCCuL_mX2s39ZSn9uK3tIFWw,v-Fnzu6KwGI,Debate for Democracy,2819,debate,https://youtu.be/v-Fnzu6KwGI?si=ZUxgCvEQ1mXl6euy,,,
UC6NQ-3qx7JVsJnTDbok2eXg,fG8pCyOh0Ug,Yeafee Entertainment,3044,podcast,https://www.youtube.com/watch?v=fG8pCyOh0Ug,,,
UCqM539gElW6mozNgGK4egrg,cWL2_Ri4KCw,CD Choice Entertainment,2494,natok,https://www.youtube.com/watch?v=cWL2_Ri4KCw,,,
UCcnxh4twzKnsZVco0DvHrkQ,FhHJ_4xBls8,Jago Bangla Drama,3050,natok,https://www.youtube.com/watch?v=FhHJ_4xBls8,,,
UCuh6MagjsYqrinaUp48xVCQ,u4EBdSoYxg0,LEMON TART PRODUCTION,2923,natok,https://www.youtube.com/watch?v=u4EBdSoYxg0,,,
UCmoUNlwdegdwxgZb89HTKIA,GBn5zm64HRs,JOY ENTERTAINMENT,4462,natok,https://www.youtube.com/watch?v=GBn5zm64HRs,,,
UCKRdwLxk_hBeiziMdNxDuoA,rw6V6nnMfto,Eagle Bangla Natok,2865,natok,https://www.youtube.com/watch?v=rw6V6nnMfto,,,
UCXrWVUgwKl4qJx9okn4pAVQ,epabjkmI5bQ,MK Production,8900,natok,https://www.youtube.com/watch?v=epabjkmI5bQ,,,
UCFlSrobAqUBzN80Et09iRQA,RbLNnFjiVgw,Boishakhi TV,8130,natok,https://www.youtube.com/watch?v=RbLNnFjiVgw,,,
